symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
CAMS.NS,2020-10-05 00:00:00+05:30,1326.2197323076664,1390.6628038071233,1280.455811967472,1308.84814453125,638095,0.0,0.0
CAMS.NS,2020-10-06 00:00:00+05:30,1316.8800784332275,1346.6266020840826,1308.7079502869221,1325.6593017578125,542573,0.0,0.0
CAMS.NS,2020-10-07 00:00:00+05:30,1327.1537674216067,1329.6287778965414,1266.2130332032675,1290.2156982421875,283115,0.0,0.0
CAMS.NS,2020-10-08 00:00:00+05:30,1293.530862006231,1298.1539050432305,1237.6801697978128,1246.7396240234375,287027,0.0,0.0
CAMS.NS,2020-10-09 00:00:00+05:30,1238.5208697671208,1280.6423251758583,1209.4748177939937,1248.5142822265625,617512,0.0,0.0
CAMS.NS,2020-10-12 00:00:00+05:30,1253.370768787841,1258.5075342336927,1219.5148147129084,1224.4180908203125,406272,0.0,0.0
CAMS.NS,2020-10-13 00:00:00+05:30,1214.1448187341573,1240.2956302145853,1209.5217744508348,1222.7371826171875,177612,0.0,0.0
CAMS.NS,2020-10-14 00:00:00+05:30,1221.616354989971,1264.9986333080506,1221.616354989971,1256.54638671875,231831,0.0,0.0
CAMS.NS,2020-10-15 00:00:00+05:30,1257.9941457876414,1270.6960603753496,1241.276395926916,1244.2650146484375,152760,0.0,0.0
CAMS.NS,2020-10-16 00:00:00+05:30,1240.295616461243,1259.908724854079,1238.287584943136,1252.8572998046875,74693,0.0,0.0
CAMS.NS,2020-10-19 00:00:00+05:30,1256.1729126099108,1260.84270038913,1241.2763351975987,1252.0634765625,73734,0.0,0.0
CAMS.NS,2020-10-20 00:00:00+05:30,1246.8333547475736,1256.2196739204185,1242.163566902077,1247.58056640625,51810,0.0,0.0
CAMS.NS,2020-10-21 00:00:00+05:30,1247.580763697019,1264.5787485392682,1245.8995942033853,1249.0750732421875,76661,0.0,0.0
